sku,categories,name,url_key,description,short_description,product_type,additional_attributes,weight,product_websites,store_view_code,product_online,visibility,qty,is_in_stock,attribute_set_code,price,special_price,special_from_date,special_to_date,tax_class_name,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,additional_images,additional_image_labels,hide_from_product_page,configurable_variations,display_product_options_in
VD08-PE-XS,Venia Catalog/Dresses,Valentina Tank Dress,Valentina-Tank-Dress,"<p>The Valentina Tank Dress has lines placed in all the right places. What this freeform dress lacks in structure it makes up in exceptional design and composition. Wash &amp; wear care is a bonus.  </p><p>Features:</p><ul><li>Scoop neck</li><li>Piping around the neckline &amp; arms</li><li>Hits at the ankle</li><li>Elastic waist</li><li>Machine wash, line dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=XS,fashion_color=Peach,fashion_style=Sleeveless|Ankle Length,has_video=No,fashion_material=Cotton|Linen,in_store_available=In Store",1,base,,1,Not Visible Individually,1000,1,Dresses,78,,,,Taxable Goods,/v/d/vd08-pe-main.jpg,Main,/v/d/vd08-pe-main.jpg,Main,/v/d/vd08-pe-main.jpg,Main,,,,,Block after Info Column
VD08-PE-S,Venia Catalog/Dresses,Valentina Tank Dress,Valentina-Tank-Dress,"<p>The Valentina Tank Dress has lines placed in all the right places. What this freeform dress lacks in structure it makes up in exceptional design and composition. Wash &amp; wear care is a bonus.  </p><p>Features:</p><ul><li>Scoop neck</li><li>Piping around the neckline &amp; arms</li><li>Hits at the ankle</li><li>Elastic waist</li><li>Machine wash, line dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=S,fashion_color=Peach,fashion_style=Sleeveless|Ankle Length,has_video=No,fashion_material=Cotton|Linen,in_store_available=In Store",1,base,,1,Not Visible Individually,1000,1,Dresses,78,,,,Taxable Goods,/v/d/vd08-pe-main.jpg,Main,/v/d/vd08-pe-main.jpg,Main,/v/d/vd08-pe-main.jpg,Main,,,,,Block after Info Column
VD08-PE-M,Venia Catalog/Dresses,Valentina Tank Dress,Valentina-Tank-Dress,"<p>The Valentina Tank Dress has lines placed in all the right places. What this freeform dress lacks in structure it makes up in exceptional design and composition. Wash &amp; wear care is a bonus.  </p><p>Features:</p><ul><li>Scoop neck</li><li>Piping around the neckline &amp; arms</li><li>Hits at the ankle</li><li>Elastic waist</li><li>Machine wash, line dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=M,fashion_color=Peach,fashion_style=Sleeveless|Ankle Length,has_video=No,fashion_material=Cotton|Linen,in_store_available=In Store",1,base,,1,Not Visible Individually,1000,1,Dresses,78,,,,Taxable Goods,/v/d/vd08-pe-main.jpg,Main,/v/d/vd08-pe-main.jpg,Main,/v/d/vd08-pe-main.jpg,Main,,,,,Block after Info Column
VD08-PE-L,Venia Catalog/Dresses,Valentina Tank Dress,Valentina-Tank-Dress,"<p>The Valentina Tank Dress has lines placed in all the right places. What this freeform dress lacks in structure it makes up in exceptional design and composition. Wash &amp; wear care is a bonus.  </p><p>Features:</p><ul><li>Scoop neck</li><li>Piping around the neckline &amp; arms</li><li>Hits at the ankle</li><li>Elastic waist</li><li>Machine wash, line dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=L,fashion_color=Peach,fashion_style=Sleeveless|Ankle Length,has_video=No,fashion_material=Cotton|Linen,in_store_available=In Store",1,base,,1,Not Visible Individually,1000,1,Dresses,78,,,,Taxable Goods,/v/d/vd08-pe-main.jpg,Main,/v/d/vd08-pe-main.jpg,Main,/v/d/vd08-pe-main.jpg,Main,,,,,Block after Info Column
VD08-LL-XS,Venia Catalog/Dresses,Valentina Tank Dress,Valentina-Tank-Dress,"<p>The Valentina Tank Dress has lines placed in all the right places. What this freeform dress lacks in structure it makes up in exceptional design and composition. Wash &amp; wear care is a bonus.  </p><p>Features:</p><ul><li>Scoop neck</li><li>Piping around the neckline &amp; arms</li><li>Hits at the ankle</li><li>Elastic waist</li><li>Machine wash, line dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=XS,fashion_color=Lilac,fashion_style=Sleeveless|Ankle Length,has_video=No,fashion_material=Cotton|Linen,in_store_available=In Store",1,base,,1,Not Visible Individually,1000,1,Dresses,78,,,,Taxable Goods,/v/d/vd08-ll-main.jpg,Main,/v/d/vd08-ll-main.jpg,Main,/v/d/vd08-ll-main.jpg,Main,,,,,Block after Info Column
VD08-LL-S,Venia Catalog/Dresses,Valentina Tank Dress,Valentina-Tank-Dress,"<p>The Valentina Tank Dress has lines placed in all the right places. What this freeform dress lacks in structure it makes up in exceptional design and composition. Wash &amp; wear care is a bonus.  </p><p>Features:</p><ul><li>Scoop neck</li><li>Piping around the neckline &amp; arms</li><li>Hits at the ankle</li><li>Elastic waist</li><li>Machine wash, line dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=S,fashion_color=Lilac,fashion_style=Sleeveless|Ankle Length,has_video=No,fashion_material=Cotton|Linen,in_store_available=In Store",1,base,,1,Not Visible Individually,1000,1,Dresses,78,,,,Taxable Goods,/v/d/vd08-ll-main.jpg,Main,/v/d/vd08-ll-main.jpg,Main,/v/d/vd08-ll-main.jpg,Main,,,,,Block after Info Column
VD08-LL-M,Venia Catalog/Dresses,Valentina Tank Dress,Valentina-Tank-Dress,"<p>The Valentina Tank Dress has lines placed in all the right places. What this freeform dress lacks in structure it makes up in exceptional design and composition. Wash &amp; wear care is a bonus.  </p><p>Features:</p><ul><li>Scoop neck</li><li>Piping around the neckline &amp; arms</li><li>Hits at the ankle</li><li>Elastic waist</li><li>Machine wash, line dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=M,fashion_color=Lilac,fashion_style=Sleeveless|Ankle Length,has_video=No,fashion_material=Cotton|Linen,in_store_available=In Store",1,base,,1,Not Visible Individually,1000,1,Dresses,78,,,,Taxable Goods,/v/d/vd08-ll-main.jpg,Main,/v/d/vd08-ll-main.jpg,Main,/v/d/vd08-ll-main.jpg,Main,,,,,Block after Info Column
VD08-LL-L,Venia Catalog/Dresses,Valentina Tank Dress,Valentina-Tank-Dress,"<p>The Valentina Tank Dress has lines placed in all the right places. What this freeform dress lacks in structure it makes up in exceptional design and composition. Wash &amp; wear care is a bonus.  </p><p>Features:</p><ul><li>Scoop neck</li><li>Piping around the neckline &amp; arms</li><li>Hits at the ankle</li><li>Elastic waist</li><li>Machine wash, line dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=L,fashion_color=Lilac,fashion_style=Sleeveless|Ankle Length,has_video=No,fashion_material=Cotton|Linen,in_store_available=In Store",1,base,,1,Not Visible Individually,1000,1,Dresses,78,,,,Taxable Goods,/v/d/vd08-ll-main.jpg,Main,/v/d/vd08-ll-main.jpg,Main,/v/d/vd08-ll-main.jpg,Main,,,,,Block after Info Column
VD08-LA-XS,Venia Catalog/Dresses,Valentina Tank Dress,Valentina-Tank-Dress,"<p>The Valentina Tank Dress has lines placed in all the right places. What this freeform dress lacks in structure it makes up in exceptional design and composition. Wash &amp; wear care is a bonus.  </p><p>Features:</p><ul><li>Scoop neck</li><li>Piping around the neckline &amp; arms</li><li>Hits at the ankle</li><li>Elastic waist</li><li>Machine wash, line dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=XS,fashion_color=Latte,fashion_style=Sleeveless|Ankle Length,has_video=No,fashion_material=Cotton|Linen,in_store_available=In Store",1,base,,1,Not Visible Individually,1000,1,Dresses,78,,,,Taxable Goods,/v/d/vd08-la-main.jpg,Main,/v/d/vd08-la-main.jpg,Main,/v/d/vd08-la-main.jpg,Main,,,,,Block after Info Column
VD08-LA-S,Venia Catalog/Dresses,Valentina Tank Dress,Valentina-Tank-Dress,"<p>The Valentina Tank Dress has lines placed in all the right places. What this freeform dress lacks in structure it makes up in exceptional design and composition. Wash &amp; wear care is a bonus.  </p><p>Features:</p><ul><li>Scoop neck</li><li>Piping around the neckline &amp; arms</li><li>Hits at the ankle</li><li>Elastic waist</li><li>Machine wash, line dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=S,fashion_color=Latte,fashion_style=Sleeveless|Ankle Length,has_video=No,fashion_material=Cotton|Linen,in_store_available=In Store",1,base,,1,Not Visible Individually,1000,1,Dresses,78,,,,Taxable Goods,/v/d/vd08-la-main.jpg,Main,/v/d/vd08-la-main.jpg,Main,/v/d/vd08-la-main.jpg,Main,,,,,Block after Info Column
VD08-LA-M,Venia Catalog/Dresses,Valentina Tank Dress,Valentina-Tank-Dress,"<p>The Valentina Tank Dress has lines placed in all the right places. What this freeform dress lacks in structure it makes up in exceptional design and composition. Wash &amp; wear care is a bonus.  </p><p>Features:</p><ul><li>Scoop neck</li><li>Piping around the neckline &amp; arms</li><li>Hits at the ankle</li><li>Elastic waist</li><li>Machine wash, line dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=M,fashion_color=Latte,fashion_style=Sleeveless|Ankle Length,has_video=No,fashion_material=Cotton|Linen,in_store_available=In Store",1,base,,1,Not Visible Individually,1000,1,Dresses,78,,,,Taxable Goods,/v/d/vd08-la-main.jpg,Main,/v/d/vd08-la-main.jpg,Main,/v/d/vd08-la-main.jpg,Main,,,,,Block after Info Column
VD08-LA-L,Venia Catalog/Dresses,Valentina Tank Dress,Valentina-Tank-Dress,"<p>The Valentina Tank Dress has lines placed in all the right places. What this freeform dress lacks in structure it makes up in exceptional design and composition. Wash &amp; wear care is a bonus.  </p><p>Features:</p><ul><li>Scoop neck</li><li>Piping around the neckline &amp; arms</li><li>Hits at the ankle</li><li>Elastic waist</li><li>Machine wash, line dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=L,fashion_color=Latte,fashion_style=Sleeveless|Ankle Length,has_video=No,fashion_material=Cotton|Linen,in_store_available=In Store",1,base,,1,Not Visible Individually,1000,1,Dresses,78,,,,Taxable Goods,/v/d/vd08-la-main.jpg,Main,/v/d/vd08-la-main.jpg,Main,/v/d/vd08-la-main.jpg,Main,,,,,Block after Info Column
VD07-PE-XS,Venia Catalog/Dresses,Paulina Draped Tank Dress,Paulina-Draped-Tank-Dress,"<p>The Paulina Tank Dress has the potential to replace your favorite LBD. This dress is chic yet classic, with the flexibility to dress up its delicate draping. No one needs to know you're incredibly comfortable.  </p><p>Features:</p><ul><li>Draped scoop neck</li><li>Lined</li><li>Hits at the knee</li><li>Elastic waist</li><li>Machine wash, line dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=XS,fashion_color=Peach,fashion_style=Sleeveless|Above Knee,has_video=No,fashion_material=Cotton|Linen,in_store_available=Online Exclusive",1,base,,1,Not Visible Individually,1000,1,Dresses,108,,,,Taxable Goods,/v/d/vd07-pe-main.jpg,Main,/v/d/vd07-pe-main.jpg,Main,/v/d/vd07-pe-main.jpg,Main,,,,,Block after Info Column
VD07-PE-S,Venia Catalog/Dresses,Paulina Draped Tank Dress,Paulina-Draped-Tank-Dress,"<p>The Paulina Tank Dress has the potential to replace your favorite LBD. This dress is chic yet classic, with the flexibility to dress up its delicate draping. No one needs to know you're incredibly comfortable.  </p><p>Features:</p><ul><li>Draped scoop neck</li><li>Lined</li><li>Hits at the knee</li><li>Elastic waist</li><li>Machine wash, line dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=S,fashion_color=Peach,fashion_style=Sleeveless|Above Knee,has_video=No,fashion_material=Cotton|Linen,in_store_available=Online Exclusive",1,base,,1,Not Visible Individually,1000,1,Dresses,108,,,,Taxable Goods,/v/d/vd07-pe-main.jpg,Main,/v/d/vd07-pe-main.jpg,Main,/v/d/vd07-pe-main.jpg,Main,,,,,Block after Info Column
VD07-PE-M,Venia Catalog/Dresses,Paulina Draped Tank Dress,Paulina-Draped-Tank-Dress,"<p>The Paulina Tank Dress has the potential to replace your favorite LBD. This dress is chic yet classic, with the flexibility to dress up its delicate draping. No one needs to know you're incredibly comfortable.  </p><p>Features:</p><ul><li>Draped scoop neck</li><li>Lined</li><li>Hits at the knee</li><li>Elastic waist</li><li>Machine wash, line dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=M,fashion_color=Peach,fashion_style=Sleeveless|Above Knee,has_video=No,fashion_material=Cotton|Linen,in_store_available=Online Exclusive",1,base,,1,Not Visible Individually,1000,1,Dresses,108,,,,Taxable Goods,/v/d/vd07-pe-main.jpg,Main,/v/d/vd07-pe-main.jpg,Main,/v/d/vd07-pe-main.jpg,Main,,,,,Block after Info Column
VD07-PE-L,Venia Catalog/Dresses,Paulina Draped Tank Dress,Paulina-Draped-Tank-Dress,"<p>The Paulina Tank Dress has the potential to replace your favorite LBD. This dress is chic yet classic, with the flexibility to dress up its delicate draping. No one needs to know you're incredibly comfortable.  </p><p>Features:</p><ul><li>Draped scoop neck</li><li>Lined</li><li>Hits at the knee</li><li>Elastic waist</li><li>Machine wash, line dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=L,fashion_color=Peach,fashion_style=Sleeveless|Above Knee,has_video=No,fashion_material=Cotton|Linen,in_store_available=Online Exclusive",1,base,,1,Not Visible Individually,1000,1,Dresses,108,,,,Taxable Goods,/v/d/vd07-pe-main.jpg,Main,/v/d/vd07-pe-main.jpg,Main,/v/d/vd07-pe-main.jpg,Main,,,,,Block after Info Column
VD07-MT-XS,Venia Catalog/Dresses,Paulina Draped Tank Dress,Paulina-Draped-Tank-Dress,"<p>The Paulina Tank Dress has the potential to replace your favorite LBD. This dress is chic yet classic, with the flexibility to dress up its delicate draping. No one needs to know you're incredibly comfortable.  </p><p>Features:</p><ul><li>Draped scoop neck</li><li>Lined</li><li>Hits at the knee</li><li>Elastic waist</li><li>Machine wash, line dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=XS,fashion_color=Mint,fashion_style=Sleeveless|Above Knee,has_video=No,fashion_material=Cotton|Linen,in_store_available=Online Exclusive",1,base,,1,Not Visible Individually,1000,1,Dresses,108,,,,Taxable Goods,/v/d/vd07-mt-main.jpg,Main,/v/d/vd07-mt-main.jpg,Main,/v/d/vd07-mt-main.jpg,Main,,,,,Block after Info Column
VD07-MT-S,Venia Catalog/Dresses,Paulina Draped Tank Dress,Paulina-Draped-Tank-Dress,"<p>The Paulina Tank Dress has the potential to replace your favorite LBD. This dress is chic yet classic, with the flexibility to dress up its delicate draping. No one needs to know you're incredibly comfortable.  </p><p>Features:</p><ul><li>Draped scoop neck</li><li>Lined</li><li>Hits at the knee</li><li>Elastic waist</li><li>Machine wash, line dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=S,fashion_color=Mint,fashion_style=Sleeveless|Above Knee,has_video=No,fashion_material=Cotton|Linen,in_store_available=Online Exclusive",1,base,,1,Not Visible Individually,1000,1,Dresses,108,,,,Taxable Goods,/v/d/vd07-mt-main.jpg,Main,/v/d/vd07-mt-main.jpg,Main,/v/d/vd07-mt-main.jpg,Main,,,,,Block after Info Column
VD07-MT-M,Venia Catalog/Dresses,Paulina Draped Tank Dress,Paulina-Draped-Tank-Dress,"<p>The Paulina Tank Dress has the potential to replace your favorite LBD. This dress is chic yet classic, with the flexibility to dress up its delicate draping. No one needs to know you're incredibly comfortable.  </p><p>Features:</p><ul><li>Draped scoop neck</li><li>Lined</li><li>Hits at the knee</li><li>Elastic waist</li><li>Machine wash, line dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=M,fashion_color=Mint,fashion_style=Sleeveless|Above Knee,has_video=No,fashion_material=Cotton|Linen,in_store_available=Online Exclusive",1,base,,1,Not Visible Individually,1000,1,Dresses,108,,,,Taxable Goods,/v/d/vd07-mt-main.jpg,Main,/v/d/vd07-mt-main.jpg,Main,/v/d/vd07-mt-main.jpg,Main,,,,,Block after Info Column
VD07-MT-L,Venia Catalog/Dresses,Paulina Draped Tank Dress,Paulina-Draped-Tank-Dress,"<p>The Paulina Tank Dress has the potential to replace your favorite LBD. This dress is chic yet classic, with the flexibility to dress up its delicate draping. No one needs to know you're incredibly comfortable.  </p><p>Features:</p><ul><li>Draped scoop neck</li><li>Lined</li><li>Hits at the knee</li><li>Elastic waist</li><li>Machine wash, line dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=L,fashion_color=Mint,fashion_style=Sleeveless|Above Knee,has_video=No,fashion_material=Cotton|Linen,in_store_available=Online Exclusive",1,base,,1,Not Visible Individually,1000,1,Dresses,108,,,,Taxable Goods,/v/d/vd07-mt-main.jpg,Main,/v/d/vd07-mt-main.jpg,Main,/v/d/vd07-mt-main.jpg,Main,,,,,Block after Info Column
VD07-LY-XS,Venia Catalog/Dresses,Paulina Draped Tank Dress,Paulina-Draped-Tank-Dress,"<p>The Paulina Tank Dress has the potential to replace your favorite LBD. This dress is chic yet classic, with the flexibility to dress up its delicate draping. No one needs to know you're incredibly comfortable.  </p><p>Features:</p><ul><li>Draped scoop neck</li><li>Lined</li><li>Hits at the knee</li><li>Elastic waist</li><li>Machine wash, line dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=XS,fashion_color=Lily,fashion_style=Sleeveless|Above Knee,has_video=No,fashion_material=Cotton|Linen,in_store_available=Online Exclusive",1,base,,1,Not Visible Individually,1000,1,Dresses,108,,,,Taxable Goods,/v/d/vd07-ly-main.jpg,Main,/v/d/vd07-ly-main.jpg,Main,/v/d/vd07-ly-main.jpg,Main,,,,,Block after Info Column
VD07-LY-S,Venia Catalog/Dresses,Paulina Draped Tank Dress,Paulina-Draped-Tank-Dress,"<p>The Paulina Tank Dress has the potential to replace your favorite LBD. This dress is chic yet classic, with the flexibility to dress up its delicate draping. No one needs to know you're incredibly comfortable.  </p><p>Features:</p><ul><li>Draped scoop neck</li><li>Lined</li><li>Hits at the knee</li><li>Elastic waist</li><li>Machine wash, line dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=S,fashion_color=Lily,fashion_style=Sleeveless|Above Knee,has_video=No,fashion_material=Cotton|Linen,in_store_available=Online Exclusive",1,base,,1,Not Visible Individually,1000,1,Dresses,108,,,,Taxable Goods,/v/d/vd07-ly-main.jpg,Main,/v/d/vd07-ly-main.jpg,Main,/v/d/vd07-ly-main.jpg,Main,,,,,Block after Info Column
VD07-LY-M,Venia Catalog/Dresses,Paulina Draped Tank Dress,Paulina-Draped-Tank-Dress,"<p>The Paulina Tank Dress has the potential to replace your favorite LBD. This dress is chic yet classic, with the flexibility to dress up its delicate draping. No one needs to know you're incredibly comfortable.  </p><p>Features:</p><ul><li>Draped scoop neck</li><li>Lined</li><li>Hits at the knee</li><li>Elastic waist</li><li>Machine wash, line dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=M,fashion_color=Lily,fashion_style=Sleeveless|Above Knee,has_video=No,fashion_material=Cotton|Linen,in_store_available=Online Exclusive",1,base,,1,Not Visible Individually,1000,1,Dresses,108,,,,Taxable Goods,/v/d/vd07-ly-main.jpg,Main,/v/d/vd07-ly-main.jpg,Main,/v/d/vd07-ly-main.jpg,Main,,,,,Block after Info Column
VD07-LY-L,Venia Catalog/Dresses,Paulina Draped Tank Dress,Paulina-Draped-Tank-Dress,"<p>The Paulina Tank Dress has the potential to replace your favorite LBD. This dress is chic yet classic, with the flexibility to dress up its delicate draping. No one needs to know you're incredibly comfortable.  </p><p>Features:</p><ul><li>Draped scoop neck</li><li>Lined</li><li>Hits at the knee</li><li>Elastic waist</li><li>Machine wash, line dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=L,fashion_color=Lily,fashion_style=Sleeveless|Above Knee,has_video=No,fashion_material=Cotton|Linen,in_store_available=Online Exclusive",1,base,,1,Not Visible Individually,1000,1,Dresses,108,,,,Taxable Goods,/v/d/vd07-ly-main.jpg,Main,/v/d/vd07-ly-main.jpg,Main,/v/d/vd07-ly-main.jpg,Main,,,,,Block after Info Column
VD07-LA-XS,Venia Catalog/Dresses,Paulina Draped Tank Dress,Paulina-Draped-Tank-Dress,"<p>The Paulina Tank Dress has the potential to replace your favorite LBD. This dress is chic yet classic, with the flexibility to dress up its delicate draping. No one needs to know you're incredibly comfortable.  </p><p>Features:</p><ul><li>Draped scoop neck</li><li>Lined</li><li>Hits at the knee</li><li>Elastic waist</li><li>Machine wash, line dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=XS,fashion_color=Latte,fashion_style=Sleeveless|Above Knee,has_video=No,fashion_material=Cotton|Linen,in_store_available=Online Exclusive",1,base,,1,Not Visible Individually,1000,1,Dresses,108,,,,Taxable Goods,/v/d/vd07-la-main.jpg,Main,/v/d/vd07-la-main.jpg,Main,/v/d/vd07-la-main.jpg,Main,,,,,Block after Info Column
VD07-LA-S,Venia Catalog/Dresses,Paulina Draped Tank Dress,Paulina-Draped-Tank-Dress,"<p>The Paulina Tank Dress has the potential to replace your favorite LBD. This dress is chic yet classic, with the flexibility to dress up its delicate draping. No one needs to know you're incredibly comfortable.  </p><p>Features:</p><ul><li>Draped scoop neck</li><li>Lined</li><li>Hits at the knee</li><li>Elastic waist</li><li>Machine wash, line dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=S,fashion_color=Latte,fashion_style=Sleeveless|Above Knee,has_video=No,fashion_material=Cotton|Linen,in_store_available=Online Exclusive",1,base,,1,Not Visible Individually,1000,1,Dresses,108,,,,Taxable Goods,/v/d/vd07-la-main.jpg,Main,/v/d/vd07-la-main.jpg,Main,/v/d/vd07-la-main.jpg,Main,,,,,Block after Info Column
VD07-LA-M,Venia Catalog/Dresses,Paulina Draped Tank Dress,Paulina-Draped-Tank-Dress,"<p>The Paulina Tank Dress has the potential to replace your favorite LBD. This dress is chic yet classic, with the flexibility to dress up its delicate draping. No one needs to know you're incredibly comfortable.  </p><p>Features:</p><ul><li>Draped scoop neck</li><li>Lined</li><li>Hits at the knee</li><li>Elastic waist</li><li>Machine wash, line dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=M,fashion_color=Latte,fashion_style=Sleeveless|Above Knee,has_video=No,fashion_material=Cotton|Linen,in_store_available=Online Exclusive",1,base,,1,Not Visible Individually,1000,1,Dresses,108,,,,Taxable Goods,/v/d/vd07-la-main.jpg,Main,/v/d/vd07-la-main.jpg,Main,/v/d/vd07-la-main.jpg,Main,,,,,Block after Info Column
VD07-LA-L,Venia Catalog/Dresses,Paulina Draped Tank Dress,Paulina-Draped-Tank-Dress,"<p>The Paulina Tank Dress has the potential to replace your favorite LBD. This dress is chic yet classic, with the flexibility to dress up its delicate draping. No one needs to know you're incredibly comfortable.  </p><p>Features:</p><ul><li>Draped scoop neck</li><li>Lined</li><li>Hits at the knee</li><li>Elastic waist</li><li>Machine wash, line dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=L,fashion_color=Latte,fashion_style=Sleeveless|Above Knee,has_video=No,fashion_material=Cotton|Linen,in_store_available=Online Exclusive",1,base,,1,Not Visible Individually,1000,1,Dresses,108,,,,Taxable Goods,/v/d/vd07-la-main.jpg,Main,/v/d/vd07-la-main.jpg,Main,/v/d/vd07-la-main.jpg,Main,,,,,Block after Info Column
VD06-RN-XS,Venia Catalog/Dresses,Flora Tank Dress,Flora-Tank-Dress,"<p>The Flora Tank Dress is soft to the touch, featuring a sheer, crushed velvet overlay that adds texture without heat. The vertical pattern of the design elegantly slims and camouflages.    </p><p>Features:</p><ul><li>Scoop neck</li><li>Two layers</li><li>Hits above the knee</li><li>Elastic waist</li><li>Dry clean only</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=XS,fashion_color=Rain,fashion_style=Sleeveless|Above Knee,has_video=No,fashion_material=Organic Cotton|Nylon,in_store_available=Online Exclusive",1,base,,1,Not Visible Individually,1000,1,Dresses,148,,,,Taxable Goods,/v/d/vd06-rn-main.jpg,Main,/v/d/vd06-rn-main.jpg,Main,/v/d/vd06-rn-main.jpg,Main,,,,,Block after Info Column
VD06-RN-S,Venia Catalog/Dresses,Flora Tank Dress,Flora-Tank-Dress,"<p>The Flora Tank Dress is soft to the touch, featuring a sheer, crushed velvet overlay that adds texture without heat. The vertical pattern of the design elegantly slims and camouflages.    </p><p>Features:</p><ul><li>Scoop neck</li><li>Two layers</li><li>Hits above the knee</li><li>Elastic waist</li><li>Dry clean only</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=S,fashion_color=Rain,fashion_style=Sleeveless|Above Knee,has_video=No,fashion_material=Organic Cotton|Nylon,in_store_available=Online Exclusive",1,base,,1,Not Visible Individually,1000,1,Dresses,148,,,,Taxable Goods,/v/d/vd06-rn-main.jpg,Main,/v/d/vd06-rn-main.jpg,Main,/v/d/vd06-rn-main.jpg,Main,,,,,Block after Info Column
VD06-RN-M,Venia Catalog/Dresses,Flora Tank Dress,Flora-Tank-Dress,"<p>The Flora Tank Dress is soft to the touch, featuring a sheer, crushed velvet overlay that adds texture without heat. The vertical pattern of the design elegantly slims and camouflages.    </p><p>Features:</p><ul><li>Scoop neck</li><li>Two layers</li><li>Hits above the knee</li><li>Elastic waist</li><li>Dry clean only</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=M,fashion_color=Rain,fashion_style=Sleeveless|Above Knee,has_video=No,fashion_material=Organic Cotton|Nylon,in_store_available=Online Exclusive",1,base,,1,Not Visible Individually,1000,1,Dresses,148,,,,Taxable Goods,/v/d/vd06-rn-main.jpg,Main,/v/d/vd06-rn-main.jpg,Main,/v/d/vd06-rn-main.jpg,Main,,,,,Block after Info Column
VD06-RN-L,Venia Catalog/Dresses,Flora Tank Dress,Flora-Tank-Dress,"<p>The Flora Tank Dress is soft to the touch, featuring a sheer, crushed velvet overlay that adds texture without heat. The vertical pattern of the design elegantly slims and camouflages.    </p><p>Features:</p><ul><li>Scoop neck</li><li>Two layers</li><li>Hits above the knee</li><li>Elastic waist</li><li>Dry clean only</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=L,fashion_color=Rain,fashion_style=Sleeveless|Above Knee,has_video=No,fashion_material=Organic Cotton|Nylon,in_store_available=Online Exclusive",1,base,,1,Not Visible Individually,1000,1,Dresses,148,,,,Taxable Goods,/v/d/vd06-rn-main.jpg,Main,/v/d/vd06-rn-main.jpg,Main,/v/d/vd06-rn-main.jpg,Main,,,,,Block after Info Column
